UserId,ProductId,ProductType,Rating,Timestamp,URL
A1JWT9LX4GA1LV,B00CWUGY8S,Eye Shadow & Mascara,5,1399161600,https://www.amazon.in/Wet-Wild-Megaclear-Mascara-Clear/dp/B011LN3JFM/ref=sr_1_23?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=4KH8C94H8FMF7DBNJ3MV&pf_rd_s=merchandised-search-13&qid=1680073370&refinements=p_85%3A10440599031%2Cp_28%3AEyeshadow+palette%7CMascara&rps=1&s=beauty&sr=1-23
A23EP9W68RH79V,B000TAE0RK,Nail Polish,5,1381017600,https://www.amazon.in/Verymiss-Premium-Matte-Nail-Polish/dp/B07KCBYTF2/ref=sr_1_25?crid=STMTCEXUXU5N&keywords=nail+paint&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680071467&s=beauty&sprefix=nail+paint%2Cbeauty%2C200&sr=1-25
A3BCI5FNQCEJM6,B004L5HPGC,Sunscreen,5,1359849600,https://www.amazon.in/Derma-Co-C-Cinamide-Niacinamide-Lightweight/dp/B0BX4N5KLH/ref=sr_1_52?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=YPJA5KBNPTYX5JHWP33H&pf_rd_s=merchandised-search-11&qid=1680072799&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-52
AS6XR5O6TRGWG,B001ABLKK2,Shower Gel,2,1403654400,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MjcyNzI4OTQ3MDU1NjA5OjE2ODAwNjgxMTI6c3BfbXRmOjIwMTI4Mjk0ODE4OTk4OjowOjo&url=%2FDove-Exfoliating-Nourishing-Cleanser-Moisturizes%2Fdp%2FB0932R8ZGD%2Fref%3Dsr_1_24_sspa%3Fcrid%3D3NKGP4OZB9248%26keywords%3Dbody%2Bwash%26pf_rd_i%3D1374276031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D218f8944-f0f6-41af-ad51-958d2a04fb2f%26pf_rd_r%3DQ92BV6MWDP2BAZXH1E9P%26pf_rd_s%3Dmerchandised-search-4%26qid%3D1680068112%26s%3Dbeauty%26sprefix%3Dbody%2B%252Cbeauty%252C193%26sr%3D1-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
A5C5LU7POVAVJ,B002B4LUF2,Face Wash & Cleansers,5,1403136000,https://www.amazon.in/Cetaphil-Cleanser-Oily-Skin-125ml/dp/B01CCGW732/ref=sr_1_11?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068546&refinements=p_72%3A1318477031&s=beauty&sr=1-11
A1OL6YJKR5N6OO,B003ILUQPM,Shampoo,5,1285113600,https://www.amazon.in/LOr%C3%A9al-Professionnel-straightened-strengthens-Pro-Keratin/dp/B08RZVDQN9/ref=sr_1_38?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680066738&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-38
AFR9N2BVT9AGU,B000SX0Z9K,Nail Polish,5,1392595200,https://www.amazon.in/Revlon-Nail-Enamel-Knock-Out/dp/B00DGQWQ5M/ref=sr_1_49?crid=STMTCEXUXU5N&keywords=nail+paint&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680071467&s=beauty&sprefix=nail+paint%2Cbeauty%2C200&sr=1-49
A3HV9C8GOA4JBG,B000BZB1FC,Nail Polish,5,1263686400,https://www.amazon.in/SERY-Colorflirt-Paint-Steal-millilitre/dp/B08W59NMMJ/ref=sr_1_31?crid=STMTCEXUXU5N&keywords=nail+paint&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680071702&s=beauty&sprefix=nail+paint%2Cbeauty%2C200&sr=1-31
ASO9BOCTO0X3H,B0012J30LY,Shower Gel,4,1357257600,https://www.amazon.in/Pears-Naturale-Nourishing-Coconut-Bodywash/dp/B07VPB29X7/ref=sr_1_15?crid=3NKGP4OZB9248&keywords=body+wash&pf_rd_i=1374276031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=218f8944-f0f6-41af-ad51-958d2a04fb2f&pf_rd_r=Q92BV6MWDP2BAZXH1E9P&pf_rd_s=merchandised-search-4&qid=1680068189&s=beauty&sprefix=body+%2Cbeauty%2C193&sr=1-15
A1I25BIRS5GBYA,B000RYYI66,Nail Polish,1,1372982400,https://www.amazon.in/Revlon-Nail-Enamel-Matt-Coat/dp/B00YSBUNHW/ref=sr_1_47_mod_new?crid=STMTCEXUXU5N&keywords=nail+paint&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680071473&s=beauty&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=nail+paint%2Cbeauty%2C200&sr=1-47
AHK9Z99W9UQE0,B00260GZTW,Face Wash & Cleansers,4,1377043200,https://www.amazon.in/Faceshop-Water-Bright-Cleansingfoam-150ml/dp/B00FJ2LU2Q/ref=sr_1_30?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068562&refinements=p_72%3A1318477031&s=beauty&sr=1-30
A3BZA8AGHTG7S9,B005BF1M10,Hair Color & Heena,5,1373500800,https://www.amazon.in/LOreal-Paris-Excellence-Natural-Darkest/dp/B006QHB88O/ref=sr_1_9?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680067596&refinements=p_72%3A1318477031&rnid=9851597031&s=beauty&sr=1-9
A26XQYZAMHCY4,B001ABLKK2,Shower Gel,5,1389916800,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MjcyNzI4OTQ3MDU1NjA5OjE2ODAwNjgxMTI6c3BfbXRmOjIwMTI4Mjk0ODE4OTk4OjowOjo&url=%2FDove-Exfoliating-Nourishing-Cleanser-Moisturizes%2Fdp%2FB0932R8ZGD%2Fref%3Dsr_1_24_sspa%3Fcrid%3D3NKGP4OZB9248%26keywords%3Dbody%2Bwash%26pf_rd_i%3D1374276031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D218f8944-f0f6-41af-ad51-958d2a04fb2f%26pf_rd_r%3DQ92BV6MWDP2BAZXH1E9P%26pf_rd_s%3Dmerchandised-search-4%26qid%3D1680068112%26s%3Dbeauty%26sprefix%3Dbody%2B%252Cbeauty%252C193%26sr%3D1-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
A26JXT4LNG6BEZ,B0075GXW0W,Body Lotion,1,1360454400,https://www.amazon.in/Garnier-Light-Complete-Moisturising-Lotion/dp/B07HFPXG63/ref=sr_1_54?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680069955&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-54
A1D8MU7WRFX153,B008FGSITQ,Conditioner,5,1396137600,https://www.amazon.in/Pantene-Advanced-Solution-Damage-Conditioner/dp/B07SX3SL7G/ref=sr_1_27?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069468&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-27
A1JIFXXXMMXN9H,B00526GQRI,Hair Color & Heena,5,1364256000,https://www.amazon.in/Natural-Indigo-Powder-Organically-ounces/dp/B01ERHRMR0/ref=sr_1_53?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680067616&refinements=p_72%3A1318477031&rnid=9851597031&s=beauty&sr=1-53
A31K7VO5VUMPDP,B00BKUHK98,Kits & Accessories,5,1381708800,https://www.amazon.in/Colorbar-Blend-Itude-Makeup-Sponge-Black/dp/B07KPM3FJW/ref=sr_1_15?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=HAW9B7AZ6E1XMSTNXY9X&pf_rd_s=merchandised-search-13&qid=1680066320&refinements=p_85%3A10440599031%2Cp_28%3A-spons&rps=1&s=beauty&sr=1-15
A3TJ5XAQVZDVJR,B000Z61POY,Nail Polish,5,1395705600,https://www.amazon.in/Revlon-Nail-Enamel-Matt-Coat/dp/B00YSBUNHW/ref=sr_1_47_mod_primary_new?crid=STMTCEXUXU5N&keywords=nail+paint&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680071379&s=beauty&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=nail+paint%2Cbeauty%2C200&sr=1-47
A3KCCDCO9DRY4W,B0040AWDHE,Sunscreen,1,1329523200,https://www.amazon.in/Mamaearth-Sunscreen-Vitamin-Turmeric-Protection/dp/B0BRY7YPFK/ref=sr_1_11?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=YPJA5KBNPTYX5JHWP33H&pf_rd_s=merchandised-search-11&qid=1680072903&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-11
A13S8TVVT78DSP,B0001TODNK,Nail Polish,5,1343606400,https://www.amazon.in/Gloss-Wine-Nail-Polish-Glitter-Silver/dp/B09XMWYCGL/ref=sr_1_35?crid=STMTCEXUXU5N&keywords=nail+paint&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680071816&s=beauty&sprefix=nail+paint%2Cbeauty%2C200&sr=1-35
A14Q8EYJUDINTT,B0094GGRTY,Deo & Perfume,3,1404777600,https://www.amazon.in/Bella-Vita-Organic-AQUATIC-Cologne/dp/B09X9XPKX5/ref=sr_1_33?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680069049&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-33
A3V42T478RVLXR,B001E5ECTK,Shower Gel,4,1386460800,https://www.amazon.in/Biotique-Apricot-Body-Wash-Transparent/dp/B07QB62547/ref=sr_1_44?crid=3NKGP4OZB9248&keywords=body+wash&pf_rd_i=1374276031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=218f8944-f0f6-41af-ad51-958d2a04fb2f&pf_rd_r=Q92BV6MWDP2BAZXH1E9P&pf_rd_s=merchandised-search-4&qid=1680068073&s=beauty&sprefix=body+%2Cbeauty%2C193&sr=1-44
A2SCBPTNPECNUF,B00FFANXMM,Lipstick,5,1403481600,https://www.amazon.in/Lakm%C3%A9-Cushion-Matte-Lipstick-Blush/dp/B08HSSSQ2B/ref=sr_1_40?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=HAW9B7AZ6E1XMSTNXY9X&pf_rd_s=merchandised-search-13&qid=1680065928&refinements=p_85%3A10440599031%2Cp_28%3A-spons&rps=1&s=beauty&sr=1-40
A2SX5VF3PUQ8ZN,B000U6PW7K,Nail Polish,5,1375315200,https://www.amazon.in/Revlon-Nail-Enamel-Peacock-Blue/dp/B00DGQXFXE/ref=sr_1_32?crid=STMTCEXUXU5N&keywords=nail+paint&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680071453&s=beauty&sprefix=nail+paint%2Cbeauty%2C200&sr=1-32
A35EQLNQ35X9V2,B004ZC13OG,Sunscreen,4,1382832000,https://www.amazon.in/Shield-Sunscreen-Spectrum-Protetion-Protection/dp/B07G8J6ZD4/ref=sr_1_31?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=YPJA5KBNPTYX5JHWP33H&pf_rd_s=merchandised-search-11&qid=1680072736&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-31
A205DPXX36PHTT,B001EJOPZC,Shower Gel,5,1351123200,https://www.amazon.in/Dove-Deeply-Nourishing-Body-Wash/dp/B07S7R626P/ref=sr_1_7?crid=3NKGP4OZB9248&keywords=body+wash&pf_rd_i=1374276031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=218f8944-f0f6-41af-ad51-958d2a04fb2f&pf_rd_r=Q92BV6MWDP2BAZXH1E9P&pf_rd_s=merchandised-search-4&qid=1680068063&s=beauty&sprefix=body+%2Cbeauty%2C193&sr=1-7
A2TGTWZ5B8FYQ6,B00C7DYBX0,Eye Shadow & Mascara,5,1382227200,https://www.amazon.in/SUGAR-Cosmetics-Lengthening-Lightweight-Smudgeproof/dp/B0BJTJNF3W/ref=sr_1_47?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=4KH8C94H8FMF7DBNJ3MV&pf_rd_s=merchandised-search-13&qid=1680073387&refinements=p_85%3A10440599031%2Cp_28%3AEyeshadow+palette%7CMascara&rps=1&s=beauty&sr=1-47
A1U1BJNWPHKGBA,B002IS6S62,Face Wash & Cleansers,5,1386374400,https://www.amazon.in/Rustic-Art-Concentrate-Anti-Bacterial-Anti-Fungal/dp/B07R5KB8PM/ref=sr_1_39?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068512&refinements=p_72%3A1318477031&s=beauty&sr=1-39
A20CJ6CAG9UTZZ,B003G0S7S8,Shampoo,3,1334361600,https://www.amazon.in/Head-Shoulders-Cool-Menthol-Shampoo/dp/B0764M9QVV/ref=sr_1_51?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680066747&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-51
A1B0TMFC7B3RTQ,B001EUE7UY,Shower Gel,1,1326326400,https://www.amazon.in/Pears-Pure-Gentle-Original-Body/dp/B07STBX574/ref=sr_1_46?crid=3NKGP4OZB9248&keywords=body+wash&pf_rd_i=1374276031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=218f8944-f0f6-41af-ad51-958d2a04fb2f&pf_rd_r=Q92BV6MWDP2BAZXH1E9P&pf_rd_s=merchandised-search-4&qid=1680068049&s=beauty&sprefix=body+%2Cbeauty%2C193&sr=1-46
AJIYFOS212ZIE,B001MWV40U,Shower Gel,5,1307664000,https://www.amazon.in/Fiama-Scents-Juniper-Geranium-Body/dp/B07PWWGH1F/ref=sr_1_49?crid=3NKGP4OZB9248&keywords=body+wash&pf_rd_i=1374276031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=218f8944-f0f6-41af-ad51-958d2a04fb2f&pf_rd_r=Q92BV6MWDP2BAZXH1E9P&pf_rd_s=merchandised-search-4&qid=1680067998&s=beauty&sprefix=body+%2Cbeauty%2C193&sr=1-49
AJQDIT55SZ3ZX,B0028K3J8K,Face Wash & Cleansers,5,1243382400,https://www.amazon.in/Garnier-Bright-Complete-VITAMIN-Facewash/dp/B094RQ7BQ8/ref=sr_1_27?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068554&refinements=p_72%3A1318477031&s=beauty&sr=1-27
A32XOPZELBQK5L,B00005CDSP,Nail Polish,3,1377561600,https://www.amazon.in/DeBelle-Lacquer-Vintage-Pastel-Purple/dp/B079GJ1T33/ref=sr_1_50?crid=STMTCEXUXU5N&keywords=nail+paint&pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=777489a8-ff36-4ced-b8a2-fe296c0f72d2&pf_rd_r=2FW5DJ3SEEMC9S9WS77E&pf_rd_s=merchandised-search-11&qid=1680071859&s=beauty&sprefix=nail+paint%2Cbeauty%2C200&sr=1-50
A15WCJ2WWGO3VL,B004R3TBEC,Sunscreen,3,1400112000,https://www.amazon.in/Mamaearths-Natural-Sunscreen-Lotion-Turmeric/dp/B07RGWRRMN/ref=sr_1_19?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=YPJA5KBNPTYX5JHWP33H&pf_rd_s=merchandised-search-11&qid=1680072776&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-19
A2K5AFTU4YOPPW,B004BGL89G,Sunscreen,4,1305849600,https://www.amazon.in/VLCC-Tan-Sunscreen-Creme-100g/dp/B079KDHC3C/ref=sr_1_38?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=YPJA5KBNPTYX5JHWP33H&pf_rd_s=merchandised-search-11&qid=1680072851&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-38
